false_ties_score,true_ties_score,unlink_ties_score
-0.86611,0.44479,
-0.84962,0.44498,
-0.83583,0.44534,
-0.76202,0.44569,
-0.76169,0.44585,
-0.5297,0.44609,
-0.36944,0.44752,
,0.44755,
-0.48031,0.44873,
-0.29061,0.44987,
,0.45111,
,0.45156,
,0.45218,
-0.81904,0.45228,
-0.39039,0.4529,
,0.45352,
,0.45381,
-0.96636,0.45397,
-0.95962,0.45408,
-0.95443,0.45519,
-0.95353,0.45671,
-0.94977,0.45747,
-0.94849,0.45778,
-0.94459,0.4578,
-0.94214,0.45783,
-0.93937,0.45811,
-0.93209,0.45878,
-0.92169,0.45914,
-0.91421,0.45937,
-0.91199,0.45984,
-0.91165,0.46002,
-0.91056,0.46091,
-0.90696,0.46135,
-0.89933,0.46141,
-0.88106,0.46155,
-0.87139,0.46217,
-0.86358,0.46307,
-0.86313,0.46324,
-0.84592,0.46342,
-0.80996,0.46349,
-0.75105,0.46462,
-0.57084,0.46533,
-0.45367,0.46541,
-0.25858,0.46577,
,0.46593,
-0.58804,0.46599,
,0.46616,
-0.36126,0.46627,
,0.46692,
,0.46742,
-0.95897,0.46745,
-0.95812,0.46817,
-0.95353,0.4686,
-0.9478,0.47036,
-0.94723,0.47047,
-0.94098,0.47204,
-0.92479,0.47227,
-0.91854,0.47253,
-0.91752,0.47261,
-0.90713,0.47314,
-0.90347,0.47334,
-0.89759,0.47482,
-0.8855,0.47527,
-0.87246,0.47636,
-0.86196,0.4764,
-0.85892,0.47694,
-0.84417,0.47704,
-0.82396,0.47748,
-0.80012,0.47885,
-0.64982,0.47911,
-0.55817,0.47982,
-0.4785,0.48061,
-0.47362,0.4808,
-0.37554,0.48146,
-0.33447,0.48149,
,0.48249,
,0.48355,
0.29677,0.48398,
,0.48473,
,0.48494,
,0.48511,
,0.48639,
,0.48788,
-0.96204,0.48832,
-0.95518,0.48875,
-0.95105,0.48991,
-0.94383,0.49006,
-0.94217,0.4907,
-0.93206,0.49114,
-0.92628,0.4926,
-0.92616,0.49288,
-0.92042,0.49317,
-0.92032,0.4937,
-0.90582,0.49389,
-0.89073,0.49411,
-0.89056,0.49454,
-0.8814,0.49472,
-0.87831,0.49518,
,0.49535,
-0.9547,0.49596,
-0.89204,0.49612,
-0.87592,0.49623,
-0.83839,0.49769,
-0.83758,0.49773,
-0.80308,0.49817,
-0.7568,0.4982,
-0.73489,0.49855,
-0.64614,0.49863,
-0.63217,0.49904,
-0.51048,0.4991,
-0.44475,0.49915,
-0.4329,0.49996,
-0.41243,0.5004,
-0.34454,0.50084,
,0.50102,
,0.50199,
,0.50203,
-0.96061,0.5021,
-0.95845,0.50254,
-0.95751,0.50277,
-0.95666,0.50285,
-0.95594,0.50302,
-0.95333,0.50477,
-0.94919,0.505,
-0.94711,0.50563,
-0.94596,0.50675,
-0.93429,0.50817,
-0.93083,0.50818,
-0.9278,0.50854,
-0.92544,0.50956,
-0.92283,0.50986,
-0.88203,0.51041,
-0.87655,0.51044,
-0.86874,0.51086,
-0.84935,0.51165,
-0.70419,0.51243,
,0.5132,
-0.87419,0.51367,
-0.87082,0.51383,
-0.84766,0.51414,
-0.70397,0.51417,
-0.69016,0.51495,
-0.67525,0.51529,
-0.44191,0.51544,
-0.39461,0.51604,
,0.51622,
,0.51639,
-0.40621,0.51663,
0.11152,0.51694,
,0.51716,
,0.51721,
-0.96071,0.51747,
-0.96008,0.51764,
-0.9542,0.51801,
-0.95235,0.51802,
-0.95041,0.51855,
-0.94883,0.51856,
-0.941,0.52012,
-0.93923,0.52068,
-0.92979,0.52116,
-0.9286,0.52189,
-0.92287,0.52256,
-0.91106,0.52315,
-0.91018,0.52348,
-0.90674,0.52357,
-0.90304,0.5247,
-0.89674,0.52543,
-0.89528,0.52635,
-0.87635,0.52682,
-0.85954,0.52738,
-0.72163,0.52766,
-0.6097,0.52818,
-0.60486,0.52973,
,0.52978,
,0.5305,
-0.85936,0.53086,
-0.66448,0.53107,
-0.23004,0.53125,
,0.53129,
-0.84139,0.53164,
-0.79455,0.53264,
-0.213,0.53287,
-0.02465,0.53314,
,0.5338,
-0.96138,0.5341,
-0.95978,0.53446,
-0.95741,0.53475,
-0.95311,0.53484,
-0.9506,0.53507,
-0.94912,0.53527,
-0.94862,0.53538,
-0.94846,0.53549,
-0.94196,0.53616,
-0.94062,0.53648,
-0.93487,0.53698,
-0.92652,0.53758,
-0.91762,0.53774,
-0.91589,0.53823,
-0.90913,0.53829,
-0.8992,0.53872,
-0.88444,0.53882,
-0.85269,0.53906,
-0.81499,0.53913,
-0.78763,0.53986,
-0.75532,0.53988,
,0.54049,
-0.89876,0.54064,
-0.76373,0.54123,
-0.74199,0.54136,
-0.72857,0.54142,
-0.61369,0.54185,
-0.52906,0.54205,
-0.50804,0.54209,
,0.5425,
-0.52302,0.5426,
0.08012,0.54271,
,0.5428,
-0.95781,0.54302,
-0.95455,0.54302,
-0.95286,0.54346,
-0.95165,0.54455,
-0.94982,0.54464,
-0.94758,0.54467,
-0.94458,0.54503,
-0.94346,0.5452,
-0.92912,0.54537,
-0.92884,0.54542,
-0.92515,0.5458,
-0.92451,0.54607,
-0.92407,0.54625,
-0.92322,0.54632,
-0.92039,0.54663,
-0.91941,0.54798,
-0.91925,0.54806,
-0.91494,0.54855,
-0.91354,0.54869,
-0.9119,0.54903,
-0.91045,0.5496,
-0.90958,0.55003,
-0.90739,0.5511,
-0.90171,0.5516,
-0.89954,0.55188,
-0.89892,0.55208,
-0.89578,0.55292,
-0.89269,0.55394,
,0.55439,
-0.89082,0.55475,
-0.88675,0.5553,
-0.88361,0.55578,
-0.88256,0.5562,
-0.87406,0.55685,
-0.87346,0.55702,
-0.87153,0.55715,
-0.86858,0.55806,
-0.86313,0.55896,
-0.86174,0.55912,
-0.86081,0.55931,
-0.85535,0.55957,
-0.85035,0.5607,
-0.84921,0.5608,
-0.84308,0.56145,
-0.82378,0.56168,
-0.81269,0.56181,
-0.80117,0.56211,
-0.75012,0.56249,
-0.75007,0.56267,
-0.73494,0.56278,
-0.73094,0.56309,
-0.67148,0.56397,
-0.65081,0.56404,
-0.55355,0.56499,
-0.50631,0.56514,
-0.48831,0.56514,
-0.34519,0.56612,
-0.29644,0.56643,
-0.22747,0.56706,
,0.56711,
,0.56718,
,0.56725,
,0.56736,
-0.96393,0.56749,
-0.95183,0.56781,
-0.94506,0.5679,
-0.76138,0.56797,
0.09735,0.56815,
,0.5683,
-0.95661,0.56909,
-0.94207,0.56911,
-0.93915,0.5699,
-0.93825,0.5702,
-0.93277,0.57053,
-0.92403,0.57056,
-0.91315,0.57079,
-0.912,0.57093,
-0.90877,0.57135,
-0.895,0.57162,
-0.8918,0.57166,
-0.88378,0.57168,
-0.87596,0.57191,
-0.87031,0.57226,
-0.7141,0.57246,
-0.61714,0.5728,
-0.50847,0.57291,
-0.31327,0.57298,
,0.57303,
-0.35816,0.57345,
0.17334,0.57346,
,0.57417,
,0.57439,
-0.86708,0.57456,
,0.57491,
,0.57521,
-0.96133,0.57594,
-0.95549,0.5763,
-0.94715,0.57681,
-0.94271,0.57706,
-0.93864,0.57715,
-0.93233,0.57723,
-0.92961,0.57745,
-0.92883,0.57768,
-0.92705,0.57812,
-0.92645,0.57856,
-0.92522,0.57884,
-0.91339,0.57907,
-0.9097,0.57918,
-0.90677,0.57951,
-0.88395,0.57973,
-0.88063,0.58059,
-0.87332,0.58106,
-0.85072,0.58112,
-0.84519,0.58115,
-0.40697,0.58142,
,0.58142,
,0.58149,
,0.58287,
-0.87283,0.58317,
-0.85769,0.58324,
-0.83417,0.58355,
-0.79678,0.5841,
-0.52778,0.58411,
-0.44669,0.58415,
-0.43805,0.58471,
-0.40505,0.58472,
-0.37896,0.58479,
-0.24418,0.58535,
,0.58544,
,0.58546,
-0.96126,0.58598,
-0.96033,0.58714,
-0.95384,0.58724,
-0.95365,0.58821,
-0.94067,0.58869,
-0.90832,0.58887,
-0.89811,0.59016,
-0.89599,0.59021,
-0.89591,0.59053,
-0.89098,0.59112,
-0.89005,0.59192,
-0.88695,0.59222,
-0.88529,0.59231,
-0.88339,0.59233,
-0.88321,0.5927,
-0.87188,0.59277,
-0.87134,0.5928,
-0.83096,0.59359,
-0.81088,0.59393,
-0.77462,0.59413,
-0.74238,0.59431,
-0.65007,0.59463,
-0.48667,0.59469,
,0.59493,
,0.59507,
,0.59547,
,0.59555,
0.1787,0.59591,
,0.59597,
,0.59615,
,0.59632,
-0.96894,0.59638,
-0.96016,0.59658,
-0.95982,0.59728,
-0.95779,0.59767,
-0.9555,0.59812,
-0.95072,0.59851,
-0.94476,0.59898,
-0.94131,0.59918,
-0.91998,0.59932,
-0.91792,0.5999,
-0.91789,0.59996,
-0.91316,0.60032,
-0.90444,0.6004,
-0.90121,0.60073,
-0.89931,0.60078,
-0.89432,0.60112,
-0.89003,0.60163,
-0.86533,0.60172,
-0.86384,0.60176,
-0.84951,0.60191,
-0.84825,0.60196,
-0.82105,0.60236,
-0.78969,0.60238,
-0.63787,0.60269,
-0.44318,0.6031,
-0.4335,0.60317,
-0.39177,0.60324,
,0.60346,
-0.29519,0.60353,
,0.60374,
-0.58628,0.60392,
0.14231,0.60403,
,0.60406,
,0.60459,
-0.96918,0.6053,
-0.95605,0.60543,
-0.94859,0.60658,
-0.94316,0.60677,
-0.94303,0.60684,
-0.93822,0.60688,
-0.93235,0.60702,
-0.92309,0.60755,
-0.92151,0.60852,
-0.92148,0.60916,
-0.91686,0.60964,
-0.91332,0.61032,
-0.89755,0.61054,
-0.89277,0.61114,
-0.88266,0.61115,
-0.87311,0.61197,
-0.87067,0.61243,
-0.86032,0.61266,
-0.78814,0.61275,
-0.75363,0.61278,
-0.57465,0.61308,
-0.46088,0.61314,
-0.01113,0.61323,
,0.61358,
,0.61366,
,0.61411,
,0.61465,
,0.61493,
-0.86777,0.6156,
-0.85828,0.61565,
-0.80216,0.6161,
-0.7406,0.61624,
,0.61628,
-0.96834,0.61775,
-0.9587,0.61808,
-0.95778,0.61823,
-0.95537,0.61917,
-0.9539,0.61983,
-0.95125,0.62022,
-0.94773,0.62065,
-0.93255,0.62066,
-0.93161,0.6212,
-0.93035,0.6225,
-0.8925,0.62255,
-0.89182,0.62285,
-0.88503,0.62313,
-0.8664,0.6239,
-0.86622,0.62401,
-0.86603,0.62415,
-0.85812,0.62422,
-0.84471,0.62446,
-0.84447,0.62449,
-0.83808,0.6247,
-0.8293,0.62495,
-0.80129,0.62512,
-0.79669,0.6258,
-0.7942,0.62586,
-0.33303,0.62613,
-0.04429,0.62652,
0.40694,0.62677,
,0.62678,
-0.48308,0.62716,
,0.6282,
,0.62829,
,0.6285,
,0.62861,
,0.62868,
-0.96415,0.62881,
-0.95193,0.62905,
-0.94669,0.6291,
-0.94171,0.62918,
-0.93495,0.62921,
-0.93387,0.62929,
-0.93215,0.62941,
-0.92892,0.62948,
-0.9261,0.62952,
-0.92141,0.62996,
-0.91273,0.63041,
-0.91247,0.63041,
-0.90844,0.63073,
-0.90813,0.63102,
-0.89258,0.63116,
-0.89055,0.6315,
-0.86617,0.63188,
-0.13383,0.63202,
,0.63227,
,0.63269,
-0.86186,0.63298,
-0.8567,0.63324,
-0.85148,0.6333,
-0.76064,0.63332,
-0.67946,0.63368,
-0.52241,0.63422,
-0.44504,0.63488,
,0.6349,
-0.10302,0.63498,
,0.63503,
,0.63538,
,0.63553,
,0.63554,
-0.96632,0.63588,
-0.95429,0.63665,
-0.94807,0.63699,
-0.94264,0.63706,
-0.92402,0.63708,
-0.91977,0.63735,
-0.91954,0.63778,
-0.91837,0.63793,
-0.91418,0.63813,
-0.90944,0.63842,
-0.8983,0.63868,
-0.89394,0.63902,
-0.89334,0.63931,
-0.86673,0.64047,
-0.80612,0.6405,
-0.73598,0.6408,
-0.70961,0.64116,
-0.52977,0.64158,
,0.64189,
-0.831,0.64191,
-0.69844,0.64209,
-0.65905,0.64256,
-0.64102,0.64277,
-0.60318,0.64284,
-0.55701,0.64285,
-0.54144,0.64296,
-0.41243,0.64309,
-0.40315,0.64325,
-0.26877,0.64335,
,0.64343,
,0.64363,
,0.64393,
0.96492,0.64397,
,0.64402,
-0.94498,0.64421,
-0.93813,0.64425,
-0.93017,0.64446,
-0.92177,0.6446,
-0.91863,0.64462,
-0.91679,0.64464,
-0.9044,0.64465,
-0.90059,0.64477,
-0.8997,0.64547,
-0.8865,0.64551,
-0.87522,0.64576,
-0.86022,0.64587,
-0.84816,0.64623,
-0.84075,0.6469,
-0.83945,0.64739,
-0.83481,0.64746,
-0.82494,0.64761,
-0.80102,0.64789,
-0.78735,0.64802,
-0.78277,0.64802,
-0.77627,0.64818,
-0.5598,0.64929,
-0.53323,0.64952,
-0.51564,0.64986,
-0.5004,0.65008,
-0.48437,0.65029,
-0.41482,0.65029,
,0.65052,
,0.65052,
-0.3973,0.65061,
,0.65107,
-0.96158,0.65127,
-0.96117,0.65128,
-0.95703,0.65143,
-0.94836,0.65145,
-0.94672,0.65159,
-0.94104,0.65162,
-0.92955,0.65246,
-0.927,0.65254,
-0.92523,0.65274,
-0.92199,0.65277,
-0.91869,0.65288,
-0.91416,0.65301,
-0.91316,0.65343,
-0.912,0.65352,
-0.9069,0.65357,
-0.90207,0.65439,
-0.89256,0.65451,
-0.89,0.65488,
-0.86061,0.65528,
-0.81377,0.65534,
-0.81344,0.6563,
-0.77891,0.65635,
-0.76396,0.65702,
-0.7278,0.65721,
-0.70534,0.65768,
-0.70246,0.65776,
-0.65982,0.658,
-0.64639,0.65804,
-0.42504,0.65817,
-0.28504,0.65818,
-0.15946,0.65831,
,0.6584,
,0.65889,
-0.96447,0.65941,
-0.95349,0.65966,
-0.9505,0.65968,
-0.94734,0.65972,
-0.93871,0.65985,
-0.92522,0.65999,
-0.92413,0.66013,
-0.92364,0.66059,
-0.92294,0.66093,
-0.92234,0.66104,
-0.91941,0.66144,
-0.91488,0.66213,
-0.90912,0.66244,
-0.90682,0.66263,
-0.90482,0.66337,
-0.90315,0.66359,
-0.89606,0.66384,
-0.89563,0.66394,
-0.88702,0.66438,
-0.88013,0.66496,
-0.87693,0.66573,
-0.87594,0.66598,
-0.87053,0.66629,
-0.86981,0.66637,
-0.86554,0.66638,
-0.83096,0.66692,
-0.75663,0.66705,
-0.74742,0.66722,
-0.7003,0.66762,
-0.57244,0.66764,
-0.55121,0.66783,
-0.54271,0.66808,
,0.66832,
,0.66858,
-0.95479,0.66876,
-0.95475,0.66912,
-0.95325,0.67014,
-0.95298,0.67043,
-0.93743,0.67112,
-0.93714,0.67115,
-0.93712,0.67141,
-0.93208,0.67152,
-0.92997,0.67168,
-0.92681,0.67173,
-0.92354,0.67174,
-0.91898,0.67212,
-0.91708,0.67213,
-0.91513,0.67248,
-0.90366,0.67249,
-0.90095,0.67287,
-0.89691,0.67322,
-0.88974,0.67344,
-0.88226,0.67348,
-0.83621,0.67374,
-0.83478,0.67384,
-0.81028,0.67386,
-0.7827,0.67388,
-0.57298,0.67402,
,0.67422,
-0.74682,0.67513,
-0.52395,0.67543,
-0.44268,0.67592,
-0.4193,0.67612,
