false_ties_score,true_ties_score,unlink_ties_score
,-0.38079,-0.10184
,-0.38073,-0.10157
-0.90068,-0.3805,-0.10146
-0.89182,-0.38035,-0.10106
-0.8881,-0.38019,-0.10102
-0.82738,-0.37996,-0.10094
-0.06269,-0.37989,-0.1009
,-0.37978,-0.10089
-0.11358,-0.37915,-0.10059
-0.05193,-0.37907,-0.10051
0.05594,-0.3789,-0.10044
,-0.37808,-0.10042
,-0.37774,-0.10023
,-0.3777,-0.10011
,-0.37741,-0.09993
,-0.37718,-0.09976
,-0.37649,-0.09964
,-0.3764,-0.0996
-0.24822,-0.37553,-0.09959
-0.20206,-0.37533,-0.09957
-0.00722,-0.37513,-0.09944
,-0.37494,-0.0994
,-0.37481,-0.09897
,-0.37438,-0.09896
,-0.37425,-0.09895
,-0.37399,-0.09868
,-0.37391,-0.09816
,-0.37352,-0.09765
,-0.37335,-0.09761
,-0.37215,-0.09752
-0.8914,-0.3716,-0.09745
-0.16559,-0.37153,-0.09743
,-0.37056,-0.09728
,-0.37043,-0.09709
-0.87885,-0.37039,-0.09695
0.00583,-0.36995,-0.09694
,-0.36994,-0.09693
,-0.3699,-0.09647
-0.15698,-0.36983,-0.09635
,-0.36959,-0.09632
,-0.36935,-0.09613
,-0.369,-0.09572
-0.12677,-0.36868,-0.09562
,-0.36848,-0.09561
,-0.36832,-0.09544
-0.17601,-0.36829,-0.09541
,-0.36824,-0.0953
-0.10078,-0.36821,-0.09518
-0.04976,-0.36803,-0.09512
,-0.368,-0.09507
,-0.36763,-0.09488
,-0.36659,-0.09456
-0.12068,-0.36609,-0.09452
,-0.36571,-0.09442
,-0.36489,-0.09431
,-0.36454,-0.0943
,-0.36423,-0.09405
,-0.36414,-0.0939
-0.22255,-0.36389,-0.09377
-0.07596,-0.36355,-0.0934
,-0.36345,-0.09317
,-0.36336,-0.09307
-0.15744,-0.3632,-0.09305
,-0.36267,-0.09281
,-0.36254,-0.09274
-0.10879,-0.36195,-0.09256
-0.04566,-0.36171,-0.09255
-0.01584,-0.36157,-0.09216
,-0.36125,-0.092
,-0.36123,-0.09185
,-0.36061,-0.09168
,-0.36021,-0.0916
,-0.36001,-0.09158
-0.84493,-0.36001,-0.09154
-0.79072,-0.35997,-0.09139
-0.37263,-0.35912,-0.09121
0.04413,-0.35885,-0.09117
,-0.35881,-0.09116
-0.85938,-0.35868,-0.091
-0.20702,-0.35862,-0.09065
-0.17833,-0.35857,-0.09057
-0.03311,-0.35856,-0.09052
-0.01782,-0.35843,-0.0903
,-0.35841,-0.09021
0.00167,-0.35806,-0.09014
,-0.35797,-0.09002
,-0.35786,-0.08954
,-0.35768,-0.08953
-0.19056,-0.35765,-0.08925
-0.13133,-0.35764,-0.08923
-0.1099,-0.35759,-0.0891
-0.10757,-0.35731,-0.08903
-0.04571,-0.35718,-0.08901
-0.02479,-0.35713,-0.08898
0.02696,-0.35694,-0.08881
0.15048,-0.35631,-0.08859
,-0.35624,-0.08848
,-0.35612,-0.08783
,-0.356,-0.08771
,-0.35588,-0.08769
,-0.35565,-0.08766
,-0.35516,-0.08753
,-0.35481,-0.08724
-0.06619,-0.35425,-0.0869
,-0.3526,-0.08689
,-0.35194,-0.08687
,-0.35096,-0.0867
,-0.35045,-0.08658
,-0.3498,-0.08654
,-0.34969,-0.08649
,-0.34937,-0.08639
,-0.34932,-0.08597
-0.81705,-0.34931,-0.08576
-0.19206,-0.34924,-0.08566
,-0.34789,-0.08564
,-0.34785,-0.0856
-0.37045,-0.3478,-0.08537
-0.10482,-0.34779,-0.08518
-0.06333,-0.3476,-0.08507
,-0.34748,-0.08499
,-0.34745,-0.08496
,-0.34707,-0.08494
,-0.34688,-0.08491
,-0.34669,-0.08488
,-0.34651,-0.08451
-0.16692,-0.34638,-0.08433
,-0.34634,-0.08413
,-0.34627,-0.08405
,-0.34566,-0.0838
,-0.34505,-0.08377
-0.86913,-0.34463,-0.08358
-0.86263,-0.34451,-0.0833
-0.09362,-0.34435,-0.08326
-0.08551,-0.34348,-0.08323
-0.08458,-0.34348,-0.08321
,-0.34341,-0.08312
-0.09124,-0.34335,-0.08292
-0.09108,-0.34221,-0.08278
,-0.3414,-0.08262
-0.10278,-0.34132,-0.08239
-0.08632,-0.34119,-0.08228
-0.0673,-0.3407,-0.08218
-0.01845,-0.34064,-0.08213
,-0.34053,-0.08194
,-0.34035,-0.08185
,-0.3396,-0.08175
-0.07025,-0.33955,-0.08152
0.05831,-0.3395,-0.08138
,-0.33897,-0.08126
,-0.33833,-0.08116
,-0.33806,-0.08113
,-0.33745,-0.08083
,-0.33706,-0.08061
-0.10077,-0.33663,-0.08031
-0.06165,-0.33619,-0.08029
,-0.33605,-0.07962
-0.06918,-0.33573,-0.07954
-0.02733,-0.3351,-0.0794
,-0.33435,-0.07926
,-0.3342,-0.0792
,-0.33397,-0.0791
0.04077,-0.33386,-0.07908
,-0.33364,-0.07903
-0.19558,-0.33363,-0.07896
-0.16034,-0.33285,-0.07895
-0.10271,-0.33273,-0.0789
-0.0731,-0.33267,-0.07848
-0.05915,-0.33198,-0.07847
-0.02898,-0.33175,-0.07844
,-0.33158,-0.0784
,-0.33154,-0.07832
,-0.33123,-0.07814
,-0.33107,-0.07806
,-0.33026,-0.07782
,-0.32954,-0.0778
-0.74565,-0.32911,-0.07779
,-0.3289,-0.07768
-0.30724,-0.3287,-0.07766
-0.11192,-0.32823,-0.07757
-0.08019,-0.32782,-0.07751
,-0.32746,-0.0775
,-0.3274,-0.07713
-0.80341,-0.3271,-0.07707
,-0.32611,-0.07683
,-0.32607,-0.07682
,-0.32575,-0.07681
-0.82721,-0.3253,-0.07676
-0.16993,-0.3248,-0.07672
-0.08434,-0.32454,-0.0767
-0.07246,-0.324,-0.07661
,-0.32316,-0.07642
0.02185,-0.32309,-0.07635
,-0.32273,-0.0763
,-0.3225,-0.07629
,-0.32237,-0.07618
,-0.32218,-0.0761
,-0.3221,-0.07604
,-0.32151,-0.07588
,-0.32119,-0.07577
,-0.32105,-0.07569
,-0.32085,-0.0756
,-0.3208,-0.07559
,-0.32063,-0.07551
,-0.32045,-0.07546
-0.84341,-0.3201,-0.07538
-0.11713,-0.31948,-0.07531
0.15442,-0.31934,-0.07529
,-0.31882,-0.07523
,-0.31805,-0.07522
,-0.31786,-0.07516
,-0.31754,-0.0751
,-0.31703,-0.07507
,-0.31675,-0.07474
,-0.31662,-0.07466
,-0.31605,-0.07462
,-0.31573,-0.07407
-0.09154,-0.31555,-0.07397
,-0.31546,-0.07373
-0.88827,-0.31536,-0.07365
-0.77351,-0.31493,-0.0736
-0.26736,-0.31469,-0.07331
-0.14618,-0.31437,-0.07311
0.15561,-0.31407,-0.0731
,-0.31379,-0.07302
,-0.31331,-0.07301
-0.2108,-0.31261,-0.07292
,-0.31238,-0.0728
-0.6758,-0.31212,-0.07277
-0.14889,-0.31208,-0.07263
,-0.31205,-0.07255
,-0.31204,-0.07252
,-0.31182,-0.07249
,-0.31174,-0.0724
,-0.31127,-0.07238
,-0.31125,-0.07237
,-0.31102,-0.07233
-0.20734,-0.31102,-0.07221
-0.16095,-0.31101,-0.07218
-0.13593,-0.31019,-0.0719
-0.10059,-0.30998,-0.07182
-0.08213,-0.3091,-0.07176
-0.04016,-0.30899,-0.07168
0.01609,-0.30851,-0.07162
,-0.308,-0.07157
,-0.30797,-0.07155
,-0.30785,-0.07146
,-0.30772,-0.07129
,-0.30756,-0.07115
-0.36284,-0.30731,-0.07111
0.03085,-0.30697,-0.0711
,-0.30689,-0.07099
,-0.30673,-0.07094
-0.10729,-0.30565,-0.07083
-0.09587,-0.30544,-0.07082
-0.09187,-0.30523,-0.07055
,-0.30464,-0.07046
-0.08753,-0.30448,-0.07041
-0.06962,-0.30423,-0.07029
-0.06644,-0.30411,-0.07025
-0.0279,-0.30392,-0.07021
0.05727,-0.3036,-0.07011
0.15973,-0.30351,-0.07009
,-0.30271,-0.07008
,-0.30226,-0.06997
0.01622,-0.30207,-0.06996
,-0.30199,-0.06993
,-0.30115,-0.0699
,-0.30111,-0.06962
,-0.30105,-0.0696
,-0.30087,-0.06953
,-0.30042,-0.06941
-0.04487,-0.3001,-0.06936
,-0.2999,-0.06931
,-0.29977,-0.06918
,-0.29898,-0.06911
-0.86084,-0.29869,-0.06903
,-0.29868,-0.06897
,-0.29799,-0.06883
-0.8644,-0.29785,-0.06867
-0.29973,-0.29724,-0.06866
-0.11237,-0.29688,-0.06847
-0.09255,-0.29687,-0.06836
-0.05947,-0.29675,-0.06822
-0.00204,-0.29669,-0.06805
,-0.29666,-0.06803
,-0.29666,-0.06801
,-0.29662,-0.06797
-0.09514,-0.29635,-0.06793
,-0.29607,-0.06791
,-0.29554,-0.0678
,-0.29491,-0.06756
,-0.29487,-0.06754
,-0.29454,-0.0675
,-0.29384,-0.06736
-0.37016,-0.2932,-0.0673
-0.08853,-0.29301,-0.06693
0.03886,-0.29269,-0.06689
,-0.29227,-0.06682
,-0.29199,-0.06662
,-0.29127,-0.06659
,-0.29088,-0.06658
,-0.29087,-0.06655
,-0.29085,-0.06644
,-0.29018,-0.06637
,-0.28984,-0.06634
-0.84159,-0.28965,-0.06631
-0.19149,-0.2887,-0.0663
-0.16736,-0.28844,-0.06625
-0.14794,-0.28821,-0.06622
-0.11761,-0.28791,-0.06619
-0.11274,-0.28754,-0.06612
0.05403,-0.28733,-0.06611
0.10942,-0.28721,-0.06607
,-0.28721,-0.06603
,-0.2868,-0.06601
0.05076,-0.28618,-0.066
,-0.2861,-0.06598
,-0.28594,-0.06591
,-0.28578,-0.06583
,-0.28567,-0.06582
,-0.28539,-0.06576
,-0.28493,-0.06556
,-0.28456,-0.06555
,-0.28447,-0.06548
,-0.28446,-0.06529
,-0.28405,-0.06527
,-0.2837,-0.06516
,-0.2835,-0.06514
-0.85273,-0.28345,-0.06512
-0.38057,-0.2833,-0.06502
-0.30084,-0.28276,-0.06491
-0.23159,-0.28256,-0.06484
-0.22489,-0.28242,-0.06464
-0.17624,-0.28233,-0.06461
-0.17382,-0.28228,-0.06457
-0.13215,-0.28125,-0.06441
-0.09436,-0.28116,-0.0644
-0.0943,-0.28097,-0.06429
-0.09405,-0.27983,-0.06425
-0.07977,-0.27947,-0.06417
-0.05191,-0.27937,-0.06406
0.04389,-0.2793,-0.06404
,-0.27925,-0.06386
,-0.27884,-0.06377
-0.0675,-0.27864,-0.06365
,-0.27684,-0.06357
,-0.27651,-0.06356
,-0.27613,-0.06338
,-0.27602,-0.06335
,-0.27484,-0.06333
-0.04953,-0.27467,-0.06326
0.0874,-0.27465,-0.06322
,-0.27394,-0.06306
,-0.27329,-0.06297
-0.78455,-0.27328,-0.06295
-0.13518,-0.27303,-0.06294
-0.02435,-0.27278,-0.06293
-0.0164,-0.27264,-0.0629
,-0.27254,-0.06289
,-0.27245,-0.06283
,-0.27232,-0.06277
,-0.2721,-0.06253
-0.01592,-0.27208,-0.06245
0.00101,-0.27198,-0.06244
,-0.27191,-0.06238
,-0.27189,-0.06229
,-0.27183,-0.06225
,-0.27094,-0.06222
,-0.27055,-0.06219
-0.05173,-0.27008,-0.06217
,-0.26977,-0.06203
,-0.26943,-0.06197
,-0.26925,-0.06196
,-0.26889,-0.06193
,-0.26792,-0.06192
,-0.26753,-0.0618
,-0.26728,-0.06169
,-0.26723,-0.06165
,-0.26705,-0.06146
0.0967,-0.26695,-0.06127
,-0.26654,-0.06122
-0.88253,-0.26643,-0.0612
,-0.26633,-0.06107
,-0.26632,-0.06102
,-0.26587,-0.06084
-0.35841,-0.26551,-0.06081
-0.22117,-0.26458,-0.06067
,-0.26445,-0.06063
0.01636,-0.26444,-0.06057
,-0.26431,-0.06051
,-0.2643,-0.06046
-0.83625,-0.26413,-0.06037
-0.20615,-0.26374,-0.06025
-0.10072,-0.26365,-0.06014
,-0.26347,-0.06007
0.05093,-0.26318,-0.05998
,-0.26275,-0.05991
-0.00523,-0.26251,-0.05973
,-0.26186,-0.05964
,-0.26154,-0.0596
-0.88562,-0.26147,-0.05959
-0.88265,-0.26138,-0.05949
-0.05447,-0.26113,-0.05948
,-0.26076,-0.05933
-0.81825,-0.26053,-0.05932
-0.14674,-0.26035,-0.05915
-0.0056,-0.25971,-0.0591
,-0.25967,-0.05903
,-0.25923,-0.05902
,-0.25916,-0.05892
,-0.25912,-0.05882
,-0.25908,-0.05879
,-0.25884,-0.05875
-0.01593,-0.25866,-0.05858
,-0.25863,-0.05847
,-0.25828,-0.05846
,-0.258,-0.05844
,-0.25746,-0.05809
-0.29748,-0.25663,-0.058
-0.17659,-0.25653,-0.05792
,-0.2563,-0.05776
,-0.25622,-0.0577
-0.1543,-0.25622,-0.05758
-0.08573,-0.25599,-0.05751
,-0.25502,-0.05747
-0.04246,-0.25492,-0.0574
,-0.25487,-0.05729
-0.0415,-0.25469,-0.05728
,-0.25398,-0.05727
-0.05648,-0.25376,-0.05723
,-0.25332,-0.05702
-0.02158,-0.25329,-0.057
,-0.25256,-0.05698
,-0.25233,-0.05697
-0.10371,-0.25144,-0.05662
,-0.25129,-0.0566
-0.03318,-0.2509,-0.05648
-0.01123,-0.2506,-0.05623
,-0.25055,-0.05609
,-0.25003,-0.05607
,-0.25,-0.056
,-0.24978,-0.05595
,-0.24937,-0.05592
,-0.24902,-0.05589
,-0.24845,-0.05574
,-0.24773,-0.05561
-0.84238,-0.24772,-0.05559
-0.83592,-0.24709,-0.05556
-0.09281,-0.24687,-0.05553
,-0.24607,-0.05552
,-0.24524,-0.05544
-0.10407,-0.24521,-0.05541
-0.05077,-0.24462,-0.05532
,-0.24437,-0.05514
,-0.24391,-0.0551
,-0.24213,-0.05509
,-0.24188,-0.05496
,-0.24136,-0.05493
-0.86398,-0.24069,-0.05487
-0.85566,-0.2404,-0.05486
-0.75977,-0.23943,-0.05484
-0.1641,-0.23893,-0.05477
,-0.23885,-0.05476
-0.19099,-0.23872,-0.05471
-0.06962,-0.23819,-0.05466
0.00737,-0.23773,-0.05464
,-0.23757,-0.05463
0.00061,-0.23718,-0.05433
,-0.23697,-0.05426
,-0.23669,-0.05415
,-0.23668,-0.05412
,-0.2364,-0.05406
-0.08859,-0.23622,-0.05375
-0.01289,-0.23571,-0.05357
0.07997,-0.23569,-0.05352
,-0.23524,-0.05345
,-0.23506,-0.05331
,-0.23467,-0.05321
,-0.23427,-0.05319
,-0.23362,-0.05314
,-0.23348,-0.05307
-0.76761,-0.23335,-0.05296
,-0.23321,-0.05292
-0.00096,-0.23312,-0.0527
,-0.23272,-0.05268
-0.06388,-0.23268,-0.05267
,-0.23264,-0.05262
-0.1201,-0.23251,-0.05259
,-0.2324,-0.05252
,-0.23235,-0.05245
-0.84593,-0.23218,-0.05235
,-0.23184,-0.05215
,-0.23177,-0.0521
-0.18121,-0.23164,-0.05202
-0.06715,-0.23161,-0.05198
,-0.2315,-0.05195
-0.8245,-0.23141,-0.05172
-0.20626,-0.23134,-0.0517
-0.19978,-0.23119,-0.05161
-0.07569,-0.23091,-0.05154
-0.03105,-0.23072,-0.05147
0.06261,-0.23063,-0.05146
,-0.23063,-0.05143
,-0.22885,-0.0514
,-0.22883,-0.05138
,-0.22881,-0.05135
,-0.22818,-0.05129
-0.72878,-0.22765,-0.05126
-0.12394,-0.22645,-0.05124
,-0.22613,-0.05119
,-0.22596,-0.05113
,-0.22567,-0.05108
,-0.22565,-0.05102
-0.8574,-0.2256,-0.051
-0.0193,-0.22535,-0.05094
,-0.22506,-0.05088
,-0.22431,-0.05085
,-0.22406,-0.05084
-0.87666,-0.22399,-0.05081
-0.06225,-0.2239,-0.05075
,-0.22321,-0.05073
-0.05096,-0.22297,-0.05066
,-0.22256,-0.05059
,-0.22221,-0.05042
,-0.22219,-0.05019
,-0.22196,-0.05013
,-0.22195,-0.05008
0.0359,-0.22189,-0.05005
,-0.22168,-0.04997
,-0.22162,-0.04991
,-0.22157,-0.0499
-0.16541,-0.22143,-0.04983
-0.07877,-0.2212,-0.04982
,-0.22083,-0.04978
0.00943,-0.22082,-0.04971
,-0.22079,-0.04966
0.02707,-0.22025,-0.04964
,-0.22023,-0.04961
,-0.21927,-0.04957
,-0.2183,-0.04953
0.13507,-0.21828,-0.04949
,-0.21823,-0.04948
,-0.21815,-0.04939
,-0.21756,-0.04935
,-0.21724,-0.04933
-0.29813,-0.21693,-0.04923
,-0.21682,-0.04912
,-0.21658,-0.049
,-0.21646,-0.04895
-0.27115,-0.2163,-0.04893
-0.16414,-0.21569,-0.04888
,-0.21505,-0.04886
,-0.21485,-0.04882
-0.27652,-0.21454,-0.04868
-0.02707,-0.2144,-0.04864
,-0.21379,-0.04853
-0.07321,-0.21372,-0.04846
,-0.21359,-0.04842
-0.16865,-0.21351,-0.0484
,-0.21333,-0.04813
,-0.21308,-0.04806
,-0.21282,-0.04805
,-0.21147,-0.04804
,-0.21086,-0.04802
,-0.21062,-0.04798
,-0.20922,-0.04794
-0.83914,-0.20848,-0.04793
-0.21456,-0.20832,-0.0479
-0.13514,-0.20765,-0.04789
-0.06502,-0.20758,-0.04785
-0.06155,-0.20752,-0.04767
-0.05094,-0.20724,-0.04761
-0.04267,-0.20709,-0.04752
-0.04238,-0.20702,-0.04748
-0.00996,-0.2067,-0.04736
0.01415,-0.2063,-0.04727
,-0.20608,-0.04718
0.00098,-0.20606,-0.04716
0.08185,-0.20605,-0.04713
,-0.20591,-0.04712
-0.00449,-0.20572,-0.04711
,-0.20558,-0.04702
,-0.20557,-0.04695
,-0.20531,-0.04691
,-0.20498,-0.04675
,-0.20429,-0.04669
,-0.2042,-0.04667
,-0.20406,-0.04663
,-0.20397,-0.04661
,-0.2035,-0.0466
,-0.20349,-0.04659
,-0.20336,-0.04658
-0.21229,-0.20326,-0.04651
,-0.2027,-0.04649
,-0.20254,-0.04642
,-0.20201,-0.04634
-0.14089,-0.20178,-0.04623
,-0.20168,-0.0462
,-0.20159,-0.04612
,-0.20078,-0.04609
,-0.2007,-0.04596
,-0.20064,-0.04593
-0.88684,-0.20048,-0.04581
-0.87902,-0.20037,-0.04576
-0.83013,-0.20024,-0.04569
-0.05749,-0.20002,-0.04565
-0.05213,-0.19992,-0.0456
,-0.19991,-0.04552
,-0.19964,-0.0455
,-0.19924,-0.04549
,-0.19913,-0.04542
,-0.19894,-0.04541
-0.27472,-0.19874,-0.04538
,-0.19846,-0.04529
,-0.19836,-0.04526
,-0.19835,-0.04521
,-0.19772,-0.0452
,-0.19743,-0.04516
,-0.19731,-0.04514
,-0.19731,-0.04505
-0.88005,-0.19731,-0.045
-0.81652,-0.1973,-0.04486
-0.11496,-0.19712,-0.0448
-0.04313,-0.19681,-0.04477
-0.03984,-0.19675,-0.04476
-0.0019,-0.19639,-0.04474
0.06667,-0.19628,-0.0447
,-0.19604,-0.0445
,-0.19539,-0.04441
,-0.19522,-0.04429
,-0.19426,-0.04402
,-0.19421,-0.04401
,-0.19391,-0.04392
-0.39911,-0.19375,-0.04362
-0.05125,-0.19347,-0.04359
0.0022,-0.19327,-0.04354
0.02434,-0.1931,-0.04348
0.02745,-0.19295,-0.04345
,-0.19286,-0.04344
,-0.19218,-0.04341
-0.04691,-0.19201,-0.04327
,-0.19186,-0.04319
,-0.19175,-0.04313
0.07884,-0.19171,-0.04303
,-0.19123,-0.0429
,-0.19108,-0.04285
,-0.191,-0.0428
-0.82693,-0.19093,-0.04276
,-0.1902,-0.04263
,-0.19005,-0.04262
,-0.18958,-0.04258
,-0.18956,-0.04251
,-0.18947,-0.04247
,-0.18922,-0.04246
,-0.18907,-0.04242
,-0.18897,-0.04238
,-0.1889,-0.04216
-0.86233,-0.1888,-0.04215
-0.85216,-0.18809,-0.04208
-0.0891,-0.18794,-0.04205
-0.04109,-0.18755,-0.04196
-0.02964,-0.18739,-0.04195
,-0.1872,-0.04192
-0.04251,-0.18716,-0.04191
,-0.18707,-0.04182
,-0.18705,-0.04176
-0.17661,-0.18688,-0.04175
-0.13239,-0.18637,-0.04174
-0.12342,-0.18574,-0.04169
,-0.18556,-0.0416
-0.08866,-0.18554,-0.04156
0.05015,-0.18516,-0.04155
,-0.18499,-0.0415
,-0.18459,-0.04147
,-0.18411,-0.04144
,-0.18318,-0.04143
,-0.18315,-0.04141
,-0.18298,-0.04137
,-0.18279,-0.04135
,-0.18256,-0.04121
0.00066,-0.18256,-0.04115
,-0.18179,-0.04113
,-0.18084,-0.04111
